Date,Close,High,Low,Open,Volume
,API,API,API,API,API
2023-05-22,3.049999952316284,3.1500000953674316,2.9100000858306885,2.9100000858306885,460200
2023-05-23,3.069999933242798,3.1549999713897705,2.9800000190734863,2.9800000190734863,302700
2023-05-24,2.950000047683716,3.119999885559082,2.940000057220459,3.0199999809265137,515400
2023-05-25,2.8399999141693115,2.9800000190734863,2.8299999237060547,2.940000057220459,332000
2023-05-26,2.880000114440918,2.9600000381469727,2.859999895095825,2.859999895095825,419700
2023-05-30,2.859999895095825,3.009999990463257,2.859999895095825,2.944999933242798,789200
2023-05-31,2.740000009536743,2.7899999618530273,2.380000114440918,2.6600000858306885,1131200
2023-06-01,3.0250000953674316,3.0889999866485596,2.7200000286102295,2.7200000286102295,447800
2023-06-02,2.990000009536743,3.1700000762939453,2.9700000286102295,3.059999942779541,450800
2023-06-05,2.9800000190734863,3.049999952316284,2.9549999237060547,3.0399999618530273,346200
2023-06-06,3.059999942779541,3.1700000762939453,2.940000057220459,3.009999990463257,695200
2023-06-07,3.0,3.1710000038146973,3.0,3.059999942779541,250400
2023-06-08,3.0299999713897705,3.0799999237060547,2.9800000190734863,3.0,282300
2023-06-09,3.009999990463257,3.1489999294281006,3.009999990463257,3.0199999809265137,224600
2023-06-12,3.059999942779541,3.1700000762939453,3.009999990463257,3.009999990463257,355900
2023-06-13,3.369999885559082,3.3949999809265137,3.11299991607666,3.140000104904175,919000
2023-06-14,3.390000104904175,3.490000009536743,3.3399999141693115,3.3399999141693115,410900
2023-06-15,3.440000057220459,3.5,3.3399999141693115,3.4000000953674316,512900
2023-06-16,3.4600000381469727,3.4800000190734863,3.3450000286102295,3.430000066757202,309600
2023-06-20,3.319999933242798,3.4700000286102295,3.2109999656677246,3.3499999046325684,356800
2023-06-21,3.2899999618530273,3.430000066757202,3.2300000190734863,3.2799999713897705,347500
2023-06-22,3.319999933242798,3.440000057220459,3.2100000381469727,3.25,324800
2023-06-23,3.240000009536743,3.3299999237060547,3.200000047683716,3.25,207800
2023-06-26,3.0899999141693115,3.2300000190734863,3.0199999809265137,3.200000047683716,423900
2023-06-27,3.180000066757202,3.240000009536743,3.130000114440918,3.1700000762939453,555700
2023-06-28,3.140000104904175,3.2200000286102295,3.1389999389648438,3.1600000858306885,260900
2023-06-29,3.1700000762939453,3.240000009536743,3.069999933242798,3.0799999237060547,210200
2023-06-30,3.130000114440918,3.2799999713897705,3.109999895095825,3.180000066757202,231300
2023-07-03,3.180000066757202,3.319999933242798,3.119999885559082,3.119999885559082,153000
2023-07-05,3.049999952316284,3.140000104904175,3.0250000953674316,3.130000114440918,202800
2023-07-06,2.9700000286102295,3.059999942779541,2.940000057220459,3.049999952316284,357500
2023-07-07,3.0299999713897705,3.109999895095825,2.990000009536743,2.990000009536743,260300
2023-07-10,2.990000009536743,3.0299999713897705,2.9649999141693115,2.9800000190734863,367400
2023-07-11,2.9600000381469727,3.119999885559082,2.9600000381469727,2.990000009536743,347500
2023-07-12,3.0799999237060547,3.111999988555908,3.0299999713897705,3.059999942779541,234700
2023-07-13,3.3399999141693115,3.4040000438690186,3.109999895095825,3.109999895095825,553400
2023-07-14,3.180000066757202,3.390000104904175,3.1600000858306885,3.390000104904175,288100
2023-07-17,3.190000057220459,3.25,3.0799999237060547,3.1500000953674316,194400
2023-07-18,3.240000009536743,3.3399999141693115,3.190000057220459,3.190000057220459,229500
2023-07-19,3.2899999618530273,3.4210000038146973,3.259999990463257,3.259999990463257,253400
2023-07-20,3.1500000953674316,3.2750000953674316,3.119999885559082,3.240000009536743,175000
2023-07-21,3.0199999809265137,3.1500000953674316,2.994999885559082,3.0199999809265137,393200
2023-07-24,2.990000009536743,3.125,2.9700000286102295,3.0,319200
2023-07-25,3.0,3.190000057220459,2.9800000190734863,3.0199999809265137,335900
2023-07-26,3.069999933242798,3.140000104904175,2.950000047683716,2.950000047683716,356700
2023-07-27,3.009999990463257,3.1700000762939453,3.0,3.0999999046325684,296400
2023-07-28,3.190000057220459,3.259999990463257,3.049999952316284,3.119999885559082,343700
2023-07-31,3.2300000190734863,3.309999942779541,3.190000057220459,3.200000047683716,353000
2023-08-01,3.200000047683716,3.240000009536743,3.049999952316284,3.1700000762939453,1102800
2023-08-02,3.049999952316284,3.2100000381469727,3.009999990463257,3.0799999237060547,361500
2023-08-03,3.0899999141693115,3.1600000858306885,3.0350000858306885,3.069999933242798,281900
2023-08-04,3.0299999713897705,3.140000104904175,3.0199999809265137,3.0899999141693115,243700
2023-08-07,3.0199999809265137,3.059999942779541,2.930000066757202,3.059999942779541,316600
2023-08-08,3.009999990463257,3.009999990463257,2.9000000953674316,2.940000057220459,268900
2023-08-09,2.930000066757202,3.0299999713897705,2.930000066757202,3.009999990463257,298700
2023-08-10,2.9700000286102295,3.0899999141693115,2.9700000286102295,3.0,164700
2023-08-11,2.9000000953674316,2.9600000381469727,2.869999885559082,2.930000066757202,273400
2023-08-14,2.9000000953674316,2.9200000762939453,2.8499999046325684,2.880000114440918,217500
2023-08-15,2.799999952316284,2.859999895095825,2.700000047683716,2.799999952316284,356400
2023-08-16,2.7799999713897705,2.819999933242798,2.740000009536743,2.7699999809265137,196300
2023-08-17,2.930000066757202,2.990000009536743,2.799999952316284,2.799999952316284,323300
2023-08-18,2.8299999237060547,2.9200000762939453,2.740000009536743,2.8299999237060547,416200
2023-08-21,2.8299999237060547,2.950000047683716,2.8299999237060547,2.8299999237060547,277000
2023-08-22,2.7699999809265137,2.9100000858306885,2.7100000381469727,2.7100000381469727,348100
2023-08-23,2.8399999141693115,2.880000114440918,2.7699999809265137,2.7699999809265137,227100
2023-08-24,2.819999933242798,2.9800000190734863,2.7790000438690186,2.8399999141693115,386400
2023-08-25,2.859999895095825,2.944999933242798,2.809999942779541,2.809999942779541,240500
2023-08-28,2.8499999046325684,2.930000066757202,2.8499999046325684,2.890000104904175,298800
2023-08-29,2.890000104904175,2.950000047683716,2.811000108718872,2.869999885559082,440500
2023-08-30,2.880000114440918,2.930000066757202,2.819999933242798,2.8399999141693115,210100
2023-08-31,2.799999952316284,2.9600000381469727,2.7899999618530273,2.819999933242798,402900
2023-09-01,2.819999933242798,2.9600000381469727,2.7899999618530273,2.869999885559082,446200
2023-09-05,2.7100000381469727,2.809999942779541,2.6700000762939453,2.75,319400
2023-09-06,2.619999885559082,2.740000009536743,2.5999999046325684,2.609999895095825,243100
2023-09-07,2.509999990463257,2.680000066757202,2.4600000381469727,2.619999885559082,360800
2023-09-08,2.450000047683716,2.549999952316284,2.430000066757202,2.5199999809265137,279400
